year,county,state,rcra_violations_count,unit_of_measure,annual_toxic_emissions_sum,party_in_control
2015,BERKELEY,WV,2,Pounds,341107.21,R
2015,BERKS,PA,17,Pounds,130814.65984010001,R
2015,BERNALILLO,NM,158,Pounds,15027.062312600001,N
2015,BERRIEN,MI,2,Pounds,37727.7813,R
2015,BEXAR,TX,27,Pounds,341580.4283351,D
2015,BIBB,GA,10,Pounds,1243302.2909132,D
2015,BLACK HAWK,IA,19,Pounds,234786.778,D
2015,BLAIR,PA,1,Pounds,308509.9826531,R
2015,BLOUNT,TN,9,Pounds,289855.6305795,R
2015,BOONE,KY,24,Pounds,778348.1417735999,R
2015,BOONE,MO,12,Pounds,32326.5504,D
2015,BOULDER,CO,1,Pounds,53166.2552,D
2015,BRADFORD,PA,4,Pounds,426774.1018885,R
2015,BRADLEY,TN,2,Pounds,158056.77,R
2015,BRAZORIA,TX,59,Pounds,3724169.4266104,R
2015,BRAZOS,TX,6,Pounds,15475.95,R
2015,BREVARD,FL,56,Pounds,135723.181498,R
2015,BRISTOL,MA,16,Pounds,76634.63885260001,D
2015,BROOME,NY,4,Pounds,8482.09,R
2015,BROWARD,FL,49,Pounds,84212.9814,D
2015,BROWN,WI,27,Pounds,1052511.4032820999,
2015,BUCKS,PA,24,Pounds,110159.3795,R
2015,BURLINGTON,NJ,26,Pounds,60919.1153003,R
2015,BUTLER,OH,6,Pounds,222827.979,R
2015,BUTLER,PA,15,Pounds,150805.9051568,R
2015,CABARRUS,NC,2,Pounds,89133.1019,R
2015,CADDO,LA,12,Pounds,162882.925,N
2015,CADDO PARISH,LA,1,Pounds,145528.2951,
2015,CALHOUN,AL,17,Pounds,68045.3922056,
2015,CALHOUN,MI,1,Pounds,198371.529,R
2015,CALVERT,MD,1,Pounds,408.12,
2015,CAMBRIA,PA,9,Pounds,589917.0145364,D
2015,CAMDEN,NJ,39,Pounds,5765.8553173,D
2015,CAMERON,TX,8,Pounds,82847.7402,D
2015,CAMPBELL,KY,3,Pounds,28017.462,R
2015,CANADIAN,OK,3,Pounds,15711.6485,
2015,CANYON,ID,4,Pounds,700887.399495,
2015,CAPE MAY,NJ,2,Pounds,9627.42,R
2015,CARBON,PA,1,Pounds,165138.660448,R
2015,CARROLL,MD,3,Pounds,12406.1464448,
2015,CARVER,MN,1,Pounds,175915.73,
2015,CASS,MO,14,Pounds,69.87883,R
2015,CASS,ND,7,Pounds,135424.2466884,
2015,CATAWBA,NC,21,Pounds,1015872.6416381,R
2015,CECIL,MD,8,Pounds,35050.05,R
2015,CENTRE,PA,5,Pounds,14626.430199999999,D
2015,CHAMPAIGN,IL,28,Pounds,50934.8580975,D
2015,CHARLESTON,SC,5,Pounds,1696568.3330642001,R
2015,CHATHAM,GA,27,Pounds,2431575.6571854,D
2015,CHAUTAUQUA,NY,14,Pounds,126231.09656620001,R
2015,CHELAN,WA,12,Pounds,776929.0,
2015,CHESTER,PA,23,Pounds,820972.1100061999,R
2015,CHESTERFIELD,VA,14,Pounds,2554902.5806778,R
2015,CHRISTIAN,KY,6,Pounds,46299.0635793,D
2015,CLACKAMAS,OR,18,Pounds,88198.3705,R
2015,CLALLAM,WA,3,Pounds,22227.1170063,D
2015,CLARK,IN,18,Pounds,708099.230826,D
2015,CLARK,NV,62,Pounds,83271.3287632,D
2015,CLARK,OH,14,Pounds,29918.783,R
2015,CLARK,WA,49,Pounds,282711.9065484,R
2015,CLARKE,GA,7,Pounds,197198.5313807,D
2015,CLAY,FL,1,Pounds,4.63283,R
2015,CLAY,MO,59,Pounds,1225496.9437,R
2015,CLAYTON,GA,13,Pounds,30822.627,D
2015,CLERMONT,OH,6,Pounds,1374623.5570601,R
2015,CLEVELAND,OK,1,Pounds,972.8,R
2015,COBB,GA,23,Pounds,412274.5293,R
2015,COCONINO,AZ,3,Pounds,55878.8657189,D
2015,COLLIER,FL,13,Pounds,0.078,R
2015,COLLIN,TX,5,Pounds,26731.8325,R
2015,COLUMBIA,GA,4,Pounds,210607.532,R
2015,COLUMBIA,PA,6,Pounds,12710.28,R
2015,COLUMBIANA,OH,2,Pounds,15822.1979409,R
2015,COMAL,TX,3,Pounds,238459.7043852,R
2015,COMANCHE,OK,1,Pounds,60387.95,
2015,CONTRA COSTA,CA,17,Pounds,1742678.1935303,D
2015,COOK,IL,25,Pounds,3357401.0012254,D
2015,COWETA,GA,2,Pounds,671435.7557999999,
2015,COWLITZ,WA,25,Pounds,2181456.9310421,R
2015,CRAIGHEAD,AR,1,Pounds,38950.085,D
2015,CUMBERLAND,ME,62,Pounds,152801.4803352,D
2015,CUMBERLAND,NC,5,Pounds,706689.69816,D
2015,CUMBERLAND,NJ,8,Pounds,50633.44,D
2015,CUMBERLAND,PA,18,Pounds,20885.9942506,R
2015,CUYAHOGA,OH,158,Pounds,411951.077508,D
2015,DAKOTA,MN,4,Pounds,527818.3944613,R
2015,DALLAS,TX,149,Pounds,271161.781289,D
2015,DANE,WI,28,Pounds,115276.504,D
2015,DAUPHIN,PA,11,Pounds,144657.9980509,R
2015,DAVIESS,KY,5,Pounds,1131797.298304,D
2015,DAVIS,UT,8,Pounds,417145.6545244,R
2015,DELAWARE,IN,7,Pounds,22419.713155100002,N
2015,DELAWARE,OH,4,Pounds,12445.9271487,R
2015,DELAWARE,PA,12,Pounds,453456.1123269,R
2015,DENTON,TX,11,Pounds,17971.23,R
2015,DENVER,CO,28,Pounds,84873.7527678,D
2015,DESCHUTES,OR,1,Pounds,4250.36,R
2015,DONA ANA,NM,18,Pounds,2180.91,N
2015,DOUGLAS,CO,8,Pounds,6875.48553,R
2015,DOUGLAS,GA,1,Pounds,7452.6675000000005,
2015,DOUGLAS,NE,27,Pounds,102049.4143963,R
2015,DOUGLAS,OR,8,Pounds,322531.0539643,D
2015,DUPAGE,IL,2,Pounds,62284.128,R
2015,DURHAM,NC,24,Pounds,38235.9052,D
2015,DUTCHESS,NY,15,Pounds,26951.28,R
2015,DUVAL,FL,55,Pounds,1481735.4072449,
2015,EAST BATON ROUGE,LA,32,Pounds,1882765.1842425,N
2015,EATON,MI,4,Pounds,191831.4916,R
2015,ECTOR,TX,16,Pounds,245221.10411,R
2015,EL PASO,CO,30,Pounds,135817.4051877,R
2015,EL PASO,TX,15,Pounds,412705.49,D
2015,ELKHART,IN,20,Pounds,1658423.8,R
2015,ELLIS,TX,29,Pounds,530922.5954072,R
2015,ERIE,NY,72,Pounds,1009714.4428450001,N
2015,ERIE,PA,14,Pounds,306206.302,D
2015,ESCAMBIA,FL,3,Pounds,1594166.3366041,R
2015,ESSEX,NJ,44,Pounds,45600.327600000004,D
2015,ETOWAH,AL,14,Pounds,25919.4786694,
2015,FAIRFAX,VA,5,Pounds,2067.17318,D
2015,FAIRFIELD,OH,2,Pounds,6641.062,R
2015,FAULKNER,AR,10,Pounds,19678.3714,D
2015,FAYETTE,KY,77,Pounds,32133.983835,D
2015,FLORENCE,SC,1,Pounds,1581740.8328866998,D
2015,FORSYTH,GA,4,Pounds,31179.57162,R
2015,FORSYTH,NC,3,Pounds,802856.0634611,D
2015,FORT BEND,TX,51,Pounds,845406.8297868,R
2015,FRANKLIN,MO,52,Pounds,777309.8066952,R
2015,FRANKLIN,OH,81,Pounds,256411.04029449998,D
2015,FRANKLIN,PA,10,Pounds,30774.656000000003,
2015,FRANKLIN,WA,13,Pounds,49552.1,
2015,FREDERICK,MD,1,Pounds,115.2,N
2015,FRESNO,CA,2,Pounds,73653.80304,N
2015,FULTON,GA,46,Pounds,191729.17963,D
2015,GALVESTON,TX,44,Pounds,1880539.4949473,R
2015,GARFIELD,CO,1,Pounds,365.0,R
2015,GARLAND,AR,15,Pounds,1299810.0,R
2015,GASTON,NC,12,Pounds,215601.5166522,R
2015,GENESEE,MI,3,Pounds,374260.35,D
2015,GLOUCESTER,NJ,16,Pounds,525690.7094185,D
2015,GRAND TRAVERSE,MI,1,Pounds,22964.0,R
2015,GRANT,WA,13,Pounds,100241.8118,
2015,GRAYS HARBOR,WA,18,Pounds,253666.69170720002,
2015,GRAYSON,TX,5,Pounds,22654.944799999997,R
2015,GREENE,MO,15,Pounds,100750.7055429,R
2015,GREENE,OH,1,Pounds,430912.2,R
2015,GREENVILLE,SC,45,Pounds,412165.7862089,R
2015,GREGG,TX,6,Pounds,551949.365,R
2015,GUADALUPE,TX,7,Pounds,187629.007,R
2015,GUILFORD,NC,2,Pounds,666171.190389,D
2015,GWINNETT,GA,29,Pounds,102019.11647000001,R
2015,HALL,GA,1,Pounds,235465.587933,
2015,HAMILTON,IN,4,Pounds,25826.872523,R
2015,HAMILTON,OH,24,Pounds,2192856.8163497,R
2015,HAMILTON,TN,113,Pounds,333513.972099,R
2015,HARFORD,MD,11,Pounds,75940.75431,R
2015,HARRIS,TX,479,Pounds,11890762.3430359,R
2015,HAWAII,HI,8,Pounds,181141.7,D
2015,HAYS,TX,3,Pounds,26062.51,R
2015,HENDRICKS,IN,8,Pounds,40630.75,R
2015,HENNEPIN,MN,20,Pounds,115796.6268,D
2015,HENRICO,VA,10,Pounds,146302.451,R
2015,HENRY,GA,6,Pounds,23999.61,R
2015,HERNANDO,FL,1,Pounds,4159.1602797,R
2015,HIDALGO,TX,34,Pounds,4404.27,D
2015,HILLSBOROUGH,FL,55,Pounds,2562889.6080644,R
2015,HILLSBOROUGH,NH,20,Pounds,11004.255099599999,R
2015,HONOLULU,HI,64,Pounds,1389576.074895,D
2015,HORRY,SC,4,Pounds,36741.400830399994,R
2015,HOUSTON,AL,4,Pounds,39522.228,
2015,HOUSTON,GA,10,Pounds,134796.1509,R
2015,HOWARD,MD,5,Pounds,15244.4142,D
2015,HUDSON,NJ,34,Pounds,115209.727,R
2015,HUMBOLDT,CA,5,Pounds,34267.11,D
2015,HUNTERDON,NJ,10,Pounds,2386.39,
2015,IMPERIAL,CA,2,Pounds,102650.48,D
2015,INDIAN RIVER,FL,5,Pounds,9285.204,R
2015,INGHAM,MI,37,Pounds,127652.9932372,D
2015,JACKSON,MI,44,Pounds,20380.2986567,R
2015,JACKSON,MO,126,Pounds,816455.4131123,D
2015,JACKSON,OR,1,Pounds,219596.2516547,R
2015,JASPER,MO,17,Pounds,163002.10222159998,R
2015,JEFFERSON,AL,70,Pounds,938972.8588630001,R
2015,JEFFERSON,AR,19,Pounds,3629019.6026965,D
2015,JEFFERSON,CO,19,Pounds,199930.5191084,R
2015,JEFFERSON,KY,72,Pounds,4753596.3205892,D
2015,JEFFERSON,LA,17,Pounds,345879.98404999997,R
2015,JEFFERSON,MO,20,Pounds,707811.5096297,R
2015,JEFFERSON,NY,4,Pounds,5733.814817,R
2015,JEFFERSON,TX,92,Pounds,6403994.9524714,D
2015,JEFFERSON PARISH,LA,4,Pounds,3060.87,
2015,JOHNSON,IA,6,Pounds,160275.26,D
2015,JOHNSON,IN,3,Pounds,72365.485,R
2015,JOHNSON,KS,66,Pounds,21850.271944,R
2015,JOHNSON,TX,7,Pounds,346102.1635031,
2015,KALAMAZOO,MI,17,Pounds,173661.6215,D
2015,KANAWHA,WV,73,Pounds,1043998.53392,R
2015,KANE,IL,10,Pounds,74702.306789,R
2015,KAUAI,HI,1,Pounds,13432.0003172,D
2015,KAUFMAN,TX,15,Pounds,12834.6746,
2015,KENNEBEC,ME,14,Pounds,18852.607,D
2015,KENOSHA,WI,15,Pounds,259817.3667445,D
2015,KENT,DE,7,Pounds,41577.0571174,N
2015,KENT,MI,21,Pounds,373654.7529956,R
2015,KENTON,KY,14,Pounds,27975.4,R
2015,KERN,CA,10,Pounds,224319.7955655,R
2015,KING,WA,477,Pounds,455792.9829756,D
2015,KINGS,CA,2,Pounds,82055.2,R
2015,KITSAP,WA,20,Pounds,32335.010000000002,R
2015,KNOX,TN,30,Pounds,257834.6801903,R
2015,KOOTENAI,ID,4,Pounds,9719.886477,R
2015,LACKAWANNA,PA,7,Pounds,13514.1534046,D
2015,LAFAYETTE,LA,16,Pounds,37929.6,D
2015,LAFOURCHE,LA,3,Pounds,61907.92,R
2015,LAKE,FL,11,Pounds,12309.465025,R
2015,LAKE,IL,8,Pounds,121493.8754184,R
2015,LAKE,IN,36,Pounds,1744354.6993353001,D
2015,LAKE,OH,10,Pounds,858640.4256225,D
2015,LANCASTER,NE,18,Pounds,700213.4178854,
2015,LANCASTER,PA,32,Pounds,512445.40219530003,R
2015,LANE,OR,21,Pounds,819074.4144689,R
2015,LARIMER,CO,4,Pounds,45062.2017039,R
2015,LEA,NM,3,Pounds,104142.9,R
2015,LEBANON,PA,13,Pounds,7730.2230664,R
2015,LEE,AL,10,Pounds,93999.7595,R
2015,LEE,FL,29,Pounds,127702.63489999999,R
2015,LEHIGH,PA,2,Pounds,82392.7597,R
2015,LEON,FL,13,Pounds,0.951,D
2015,LEWIS,WA,5,Pounds,52715.5413015,
2015,LEXINGTON,SC,20,Pounds,1737369.4375,R
2015,LICKING,OH,4,Pounds,604889.5819821,R
2015,LIMESTONE,AL,8,Pounds,30437.0,R
2015,LINN,IA,15,Pounds,1316380.4782412,N
2015,LINN,OR,13,Pounds,1337835.7405992,R
2015,LIVINGSTON,MI,13,Pounds,79486.05,R
2015,LORAIN,OH,44,Pounds,2872377.1864427,D
2015,LOS ANGELES,CA,222,Pounds,2380905.7402196,D
2015,LOUDOUN,VA,3,Pounds,4161.89072,R
2015,LOWNDES,GA,21,Pounds,2863145.9752055,
2015,LUBBOCK,TX,7,Pounds,139100.49208,R
2015,LUCAS,OH,28,Pounds,913143.6059045,D
2015,LUZERNE,PA,5,Pounds,50380.4156091,R
2015,LYCOMING,PA,16,Pounds,59857.9870303,
2015,MACOMB,MI,12,Pounds,588973.0194,D
2015,MADERA,CA,3,Pounds,66697.70999999999,D
2015,MADISON,AL,49,Pounds,856759.014,
2015,MADISON,IL,9,Pounds,1148763.785408,D
2015,MADISON,IN,1,Pounds,8426.642,
2015,MANATEE,FL,9,Pounds,386820.8403744,N
2015,MARICOPA,AZ,44,Pounds,548731.4709586999,N
2015,MARIN,CA,2,,,D
2015,MARION,FL,22,Pounds,11273.758736,R
2015,MARION,OR,13,Pounds,149627.6705196,R
2015,MARTIN,FL,2,Pounds,50855.2104492,R
2015,MASON,WA,10,Pounds,41.6,R
2015,MAUI,HI,8,Pounds,226265.66,D
2015,MCKINLEY,NM,6,Pounds,143250.4612898,D
2015,MCLEAN,IL,7,Pounds,66028.8652028,R
2015,MCLENNAN,TX,16,Pounds,483977.8030292,R
2015,MECKLENBURG,NC,47,Pounds,208761.2848565,D
2015,MEDINA,OH,3,Pounds,224811.4877,R
2015,MERCED,CA,1,Pounds,80131.31,R
2015,MERCER,NJ,21,Pounds,9313.5329,D
2015,MERRIMACK,NH,15,Pounds,166914.9901275,
2015,MESA,CO,10,Pounds,44629.0,R
2015,MIAMI,OH,3,Pounds,52455.2036,R
2015,MIAMI DADE,FL,2,Pounds,17182.112,
2015,MIAMI-DADE,FL,31,Pounds,128896.8964246,N
2015,MIDDLESEX,NJ,49,Pounds,195856.2401889,D
2015,MIDLAND,TX,10,Pounds,94398.36,D
2015,MILWAUKEE,WI,92,Pounds,915910.7247176,D
2015,MISSOULA,MT,2,Pounds,132825.34,
2015,MOBILE,AL,19,Pounds,1199743.4900467,R
2015,MONMOUTH,NJ,10,Pounds,5055.14,R
2015,MONONGALIA,WV,20,Pounds,1324534.7895555,R
2015,MONROE,IN,5,Pounds,688.001535,D
2015,MONROE,MI,36,Pounds,1108485.6710189001,R
2015,MONROE,NY,48,Pounds,822814.8050658,R
2015,MONROE,PA,5,Pounds,5284.9,R
2015,MONTGOMERY,AL,10,Pounds,165568.257127,R
2015,MONTGOMERY,MD,11,Pounds,50769.410243000006,D
2015,MONTGOMERY,OH,53,Pounds,245546.48835,D
2015,MONTGOMERY,PA,73,Pounds,272319.5371665,D
2015,MONTGOMERY,TN,2,Pounds,296192.79001,R
2015,MONTGOMERY,TX,30,Pounds,312123.6645,R
2015,MORGAN,AL,21,Pounds,2145600.1216898,R
2015,MORRIS,NJ,63,Pounds,54433.7362,R
2015,MULTNOMAH,OR,48,Pounds,451857.652,D
2015,MUSKEGON,MI,29,Pounds,426005.16619849997,D
2015,NAPA,CA,1,Pounds,13.419,D
2015,NASSAU,NY,92,Pounds,31057.58192,R
2015,NEW CASTLE,DE,51,Pounds,669200.8759911,D
2015,NEW HANOVER,NC,1,Pounds,156879.3466,N
2015,NIAGARA,NY,18,Pounds,145179.7611907,R
2015,NORFOLK,MA,17,Pounds,41183.5327,D
2015,NORTHAMPTON,PA,6,Pounds,478795.5410666,N
2015,NORTHUMBERLAND,PA,11,Pounds,136571.2841291,R
2015,NUECES,TX,67,Pounds,2415346.4307182,R
2015,OAKLAND,MI,18,Pounds,270642.99331,R
2015,OCEAN,NJ,1,Pounds,22111.84,R
2015,OKLAHOMA,OK,27,Pounds,188127.760891,N
2015,OLMSTED,MN,10,Pounds,166920.14,D
2015,ONEIDA,NY,22,Pounds,26980.2680111,R
2015,ONONDAGA,NY,19,Pounds,140107.506778,R
2015,ONSLOW,NC,1,Pounds,1828.7162,
2015,ORANGE,CA,38,Pounds,352194.167532,R
2015,ORANGE,FL,56,Pounds,633960.6612446,R
2015,ORANGE,NY,33,Pounds,236166.2080013,R
2015,OSCEOLA,FL,17,Pounds,0.975284,D
2015,OTERO,NM,2,Pounds,8.0,R
2015,OTTAWA,MI,10,Pounds,771446.4055427,R
2015,OUTAGAMIE,WI,18,Pounds,1228555.950119,D
2015,PALM BEACH,FL,41,Pounds,551859.75481,D
2015,PARKER,TX,6,Pounds,35585.0,
2015,PASCO,FL,4,Pounds,22368.097244,R
2015,PASSAIC,NJ,57,Pounds,26688.016,D
2015,PENOBSCOT,ME,25,Pounds,3232.4,D
2015,PICKENS,SC,11,Pounds,15560.8019,R
2015,PIERCE,WA,109,Pounds,1020076.4278417,D
2015,PIMA,AZ,32,Pounds,146279.9546364,D
2015,PINAL,AZ,2,Pounds,162129.40603800002,R
2015,PINELLAS,FL,19,Pounds,166804.022,R
2015,PITT,NC,2,Pounds,182883.6611,N
2015,PLACER,CA,3,Pounds,35660.3036433,N
2015,PLYMOUTH,MA,17,Pounds,28404.19147,R
2015,POLK,FL,30,Pounds,2698788.8269375,R
2015,POLK,IA,8,Pounds,776938.1995591001,D
2015,PORTAGE,OH,9,Pounds,56293.3412,D
2015,PORTER,IN,11,Pounds,838950.9685379,R
2015,PRINCE GEORGE S,MD,3,,,
2015,PRINCE GEORGE'S,MD,5,Pounds,170008.466635,D
2015,PRINCE GEORGES,MD,2,Pounds,543.9902561,
2015,PRINCE WILLIAM,VA,9,Pounds,130391.08689260001,R
2015,PUEBLO,CO,5,Pounds,196274.0747893,D
2015,PULASKI,AR,25,Pounds,232240.75384699999,D
2015,PUTNAM,NY,6,Pounds,2835.011,R
2015,RACINE,WI,22,Pounds,34047.6868371,
2015,RAMSEY,MN,6,Pounds,569692.1134945,D
2015,RANDOLPH,NC,1,Pounds,11853.2212,
2015,RENSSELAER,NY,15,Pounds,45914.56,R
2015,RICHLAND,OH,15,Pounds,8932.739,
2015,RICHLAND,SC,33,Pounds,2380153.6913926,D
2015,RIVERSIDE,CA,6,Pounds,168801.587071,D
2015,ROBESON,NC,7,Pounds,53184.375,D
2015,ROCK,WI,8,Pounds,62981.9348,
2015,ROCKINGHAM,NH,44,Pounds,96536.00828149999,R
2015,ROCKLAND,NY,19,Pounds,92274.90000000001,D
2015,ROWAN,NC,1,Pounds,242468.48070000001,R
2015,RUTHERFORD,TN,38,Pounds,706409.5206,R
2015,SACRAMENTO,CA,25,Pounds,89769.187709,D
2015,SAGINAW,MI,10,Pounds,13248.290325,D
2015,SALEM,NJ,13,Pounds,127937.4300104,R
2015,SALINE,AR,9,Pounds,27617.299600000002,R
2015,SALT LAKE,UT,12,Pounds,730084.4525013,N
2015,SAN BERNARDINO,CA,10,Pounds,762476.7953841999,R
2015,SAN DIEGO,CA,38,Pounds,373175.0085539,R
2015,SAN JOAQUIN,CA,27,Pounds,54788.162730000004,N
2015,SAN JUAN,NM,22,Pounds,246667.0097551,N
2015,SAN LUIS OBISPO,CA,1,Pounds,19731.4900269,R
2015,SAN MATEO,CA,23,Pounds,7830.8,D
2015,SANDOVAL,NM,5,Pounds,23547.0,N
2015,SANGAMON,IL,2,Pounds,464738.28075110004,R
2015,SANTA CLARA,CA,86,Pounds,74386.29656290001,N
2015,SANTA CRUZ,CA,5,,,D
2015,SANTA FE,NM,14,Pounds,2.3200000000000003,D
2015,SARASOTA,FL,1,Pounds,5285.4399,R
2015,SARATOGA,NY,54,Pounds,164348.61000000002,R
2015,SARPY,NE,4,Pounds,151.05,
2015,SCHENECTADY,NY,22,Pounds,48926.8255,D
2015,SCHUYLKILL,PA,4,Pounds,415974.9673792,R
2015,SCOTT,IA,20,Pounds,390568.3475087,D
2015,SEDGWICK,KS,113,Pounds,1211892.97156,R
2015,SEMINOLE,FL,12,Pounds,2289.0309,R
2015,SHAWNEE,KS,48,Pounds,1262682.590454,R
2015,SHELBY,TN,163,Pounds,2396865.1835718,N
2015,SHERBURNE,MN,3,Pounds,64311.2806427,D
2015,SKAGIT,WA,73,Pounds,321319.80120670004,D
2015,SMITH,TX,3,Pounds,87337.5127127,R
2015,SNOHOMISH,WA,149,Pounds,211232.419,D
2015,SOLANO,CA,10,Pounds,328617.4682,R
2015,SOMERSET,NJ,24,Pounds,34839.16038,R
2015,SONOMA,CA,4,Pounds,0.0,D
2015,SPARTANBURG,SC,68,Pounds,1264861.68957,R
2015,SPOKANE,WA,81,Pounds,110394.74106079999,R
2015,SPOTSYLVANIA,VA,2,Pounds,20960.73,
2015,ST. CHARLES,MO,14,Pounds,598005.4278746999,R
2015,ST. CLAIR,IL,5,Pounds,91323.363,D
2015,ST. JOHNS,FL,7,Pounds,0.096635,R
2015,ST. JOSEPH,IN,3,Pounds,171088.165,
2015,ST. LAWRENCE,NY,3,Pounds,2341.195596,D
2015,ST. LOUIS,MO,41,Pounds,148216.92,D
2015,ST. LOUIS CITY,MO,48,Pounds,195401.6093,
2015,STAFFORD,VA,7,Pounds,130.39377000000002,R
2015,STANISLAUS,CA,7,Pounds,129839.48,R
2015,STARK,OH,33,Pounds,300297.5633433,R
2015,STEARNS,MN,3,Pounds,105846.923525,D
2015,STRAFFORD,NH,13,Pounds,10676.052,
2015,SUFFOLK,NY,171,Pounds,187267.9635214,D
2015,SULLIVAN,TN,35,Pounds,4433958.1868786,R
2015,SUMMIT,OH,42,Pounds,156476.86545850002,D
2015,SUMNER,TN,14,Pounds,518908.875674,R
2015,SUMTER,FL,24,Pounds,23249.2647937,R
2015,SUMTER,SC,32,Pounds,66778.3513524,R
2015,SUSSEX,DE,5,Pounds,65410.479999999996,R
2015,SUSSEX,NJ,4,Pounds,11374.0283,R
2015,TARRANT,TX,173,Pounds,467491.2822,R
2015,TAYLOR,TX,4,Pounds,47210.009999999995,
2015,TAZEWELL,IL,3,Pounds,853268.3608921,R
2015,TERREBONNE,LA,3,Pounds,40358.937,R
2015,THURSTON,WA,8,Pounds,303720.52,D
2015,TIPPECANOE,IN,10,Pounds,1198358.0511969,R
2015,TOM GREEN,TX,10,Pounds,4895.4,R
2015,TRAVIS,TX,28,Pounds,89435.839997,D
2015,TRUMBULL,OH,32,Pounds,245406.185,D
2015,TULSA,OK,18,Pounds,538463.2836053,
2015,TUOLUMNE,CA,1,Pounds,0.7003822,R
2015,TUSCALOOSA,AL,25,Pounds,246000.7488626,
2015,ULSTER,NY,10,Pounds,1.3704023,D
2015,UNION,NC,8,Pounds,95419.1597,R
2015,UNION,NJ,38,Pounds,645664.6372593,D
2015,UTAH,UT,8,Pounds,83584.1015,R
2015,VALENCIA,NM,10,Pounds,4230.0,R
2015,VANDERBURGH,IN,6,Pounds,84577.89793800001,R
2015,VENTURA,CA,6,Pounds,38278.0982041,N
2015,VIGO,IN,7,Pounds,2105213.7044093,
2015,VOLUSIA,FL,25,Pounds,437813.235298,R
2015,WAKE,NC,9,Pounds,242454.6305,D
2015,WALLA WALLA,WA,5,Pounds,1150557.2508079,
2015,WARREN,NJ,2,Pounds,25995.46,R
2015,WARREN,OH,15,Pounds,91831.47,R
2015,WASHINGTON,AR,53,Pounds,153133.614,R
2015,WASHINGTON,MD,6,Pounds,310807.6532753,R
2015,WASHINGTON,MN,3,Pounds,362658.0710407,
2015,WASHINGTON,OR,23,Pounds,59114.155999999995,D
2015,WASHINGTON,PA,3,Pounds,125202.539,D
2015,WASHOE,NV,32,Pounds,226507.778327,R
2015,WASHTENAW,MI,70,Pounds,51198.788,D
2015,WAUKESHA,WI,89,Pounds,128196.5542,R
2015,WAYNE,MI,56,Pounds,3031507.9833798,D
2015,WAYNE,NC,3,Pounds,66379.6414176,D
2015,WAYNE,OH,1,Pounds,694800.8144405,R
2015,WEBB,TX,5,Pounds,19257.984,D
2015,WEBER,UT,6,Pounds,57187.17999999999,R
2015,WELD,CO,16,Pounds,496862.76451400004,R
2015,WESTCHESTER,NY,16,Pounds,4417.18687,D
2015,WESTMORELAND,PA,13,Pounds,178865.1719711,D
2015,WHATCOM,WA,60,Pounds,970327.9587826,N
2015,WHITE,AR,9,Pounds,92.0,R
2015,WHITFIELD,GA,2,Pounds,46672.4846,
2015,WICHITA,TX,4,Pounds,196546.039,
2015,WICOMICO,MD,5,Pounds,282499.0,R
2015,WILLIAMSON,TN,6,Pounds,62451.187683,R
2015,WILLIAMSON,TX,15,Pounds,151822.2512,R
2015,WILSON,TN,16,Pounds,13767.9200004,R
2015,WINNEBAGO,IL,18,Pounds,91082.299676,R
2015,WINNEBAGO,WI,22,Pounds,440097.54216169997,
2015,WOOD,OH,13,Pounds,250394.23,R
2015,WOODBURY,IA,8,Pounds,1507504.133285,D
2015,WRIGHT,MN,2,Pounds,11476.72,R
2015,WYANDOTTE,KS,60,Pounds,1194235.5895176,D
2015,YAKIMA,WA,29,Pounds,165822.3411708,R
2015,YELLOWSTONE,MT,29,Pounds,727552.7139123001,
2015,YORK,ME,22,Pounds,8627.52,D
2015,YORK,PA,17,Pounds,1498981.5937038,R
2015,YORK,SC,30,Pounds,2062987.9829357,R
2016,ADA,ID,10,Pounds,40619.64102,R
2016,ADAMS,CO,35,Pounds,290985.3988805,D
2016,ADAMS,PA,10,Pounds,26700.71,R
2016,AIKEN,SC,12,Pounds,623090.7696,R
2016,ALACHUA,FL,23,Pounds,53602.5798148,D
2016,ALAMEDA,CA,79,Pounds,218490.2023947,D
2016,ALBANY,NY,67,Pounds,202389.3351879,D
2016,ALBEMARLE,VA,4,Pounds,1.4896,D
2016,ALLEGAN,MI,5,Pounds,103710.4976,R
2016,ALLEGANY,MD,3,Pounds,1085877.9033943,
2016,ALLEGHENY,PA,31,Pounds,1342301.8463437,D
2016,ALLEN,IN,26,Pounds,390909.9608395,R
2016,ALLEN,OH,28,Pounds,3385594.4327639,R
2016,ANCHORAGE,AK,6,Pounds,5752.3,D
2016,ANDERSON,SC,7,Pounds,77917.3074,R
2016,ANDROSCOGGIN,ME,4,Pounds,57195.04039,R
2016,ANNE ARUNDEL,MD,15,Pounds,618701.277523,R
2016,ANOKA,MN,19,Pounds,109990.08,R
2016,ARAPAHOE,CO,14,Pounds,515.7,R
2016,ASCENSION,LA,11,Pounds,12165298.6244867,R
2016,ASCENSION PARISH,LA,2,Pounds,836898.54,
2016,ATLANTIC,NJ,15,Pounds,1898.6,R
2016,BALDWIN,AL,5,Pounds,10996.970000000001,R
2016,BALTIMORE,MD,14,Pounds,41347.5103,D
2016,BALTIMORE CITY,MD,7,Pounds,496149.13483,D
2016,BARNSTABLE,MA,2,Pounds,6.311,R
2016,BARTHOLOMEW,IN,3,Pounds,42145.7411615,R
2016,BARTOW,GA,10,Pounds,1014239.5440946,
